Player,FantPos,Age,G,Fmb,PPR,VBD,ID
Christian McCaffrey,RB,24,3,0,90.4,,McCaCh01
Antonio Brown,WR,32,8,0,117.1,,BrowAn04
Josh Reynolds,WR,25,16,2,124.3,,ReynJo00
Alex Smith,QB,36,8,2,71.6,,SmitAl03
Boston Scott,RB,25,16,2,95.6,,ScotBo02
Dallas Goedert,TE,25,11,0,116.4,,GoedDa00
Brian Hill,RB,25,16,2,95.4,,HillBr02
Isaiah McKenzie,WR,25,16,0,99.6,,McKeIs00
Scott Miller,WR,23,16,0,102.5,,MillSc01
Devontae Booker,RB,28,16,1,85.7,,BookDe00
Jalen Guyton,WR,23,16,0,97.1,,GuytJa01
Carlos Hyde,RB,30,10,1,84.9,,HydeCa00
Breshad Perriman,WR,27,12,0,99.1,,PerrBr02
Irv Smith Jr.,TE,22,13,0,98.5,,SmitIr01
Tre'Quan Smith,WR,24,14,1,103.1,,SmitTr03
James Washington,WR,24,16,0,99.2,,WashJa00
Damiere Byrd,WR,27,16,3,114.9,,ByrdDa00
Dwayne Haskins,QB,23,7,6,68.2,,HaskDw00
Austin Hooper,TE,26,13,0,113.5,,HoopAu00
Sony Michel,RB,25,9,0,75.3,,MichSo00
James White,RB,28,14,1,116.6,,WhitJa02
Dan Arnold,TE,25,16,2,96.8,,ArnoDa00
Kalen Ballage,RB,25,11,1,93.9,,BallKa00
Allen Lazard,WR,25,10,0,97.8,,LazaAl00
Benny Snell Jr.,RB,22,16,2,74.9,,SnelBe00
Odell Beckham Jr.,WR,28,7,0,86.8,,BeckOd00
John Brown,WR,30,9,0,96.8,,BrowJo02
Jimmy Garoppolo,QB,29,6,2,64.3,,GaroJi00
A.J. Green,WR,32,16,0,111.3,,GreeA.00
Kyle Juszczyk*,FB,29,16,1,81.6,,JuszKy00
Demarcus Robinson,WR,26,16,2,107.6,,RobiDe01
Randall Cobb,WR,30,10,0,100.1,,CobbRa00
Mike Glennon,QB,31,5,2,60.6,,GlenMi00
Willie Snead,WR,28,13,1,94.2,,SneaWi00
Danny Amendola,WR,35,14,0,106.4,,AmenDa00
Braxton Berrios,WR,25,16,0,97.3,,BerrBr00
KJ Hamler,WR,21,13,2,90.1,,HamlKJ00
Tyron Johnson,WR,24,12,0,79.5,,JohnTy03
Anthony Miller,WR,26,16,2,108.7,,MillAn02
Le'Veon Bell,RB,28,11,1,74.6,,BellLe00
Phillip Lindsay,RB,26,11,0,66.0,,LindPh00
Michael Pittman Jr.,WR,23,13,0,98.9,,PittMi01
Salvon Ahmed,RB,22,6,0,69.0,,AhmeSa01
Joshua Kelley,RB,23,14,2,81.2,,KellJo01
Henry Ruggs III,WR,21,13,2,84.1,,RuggHe00
Chris Conley,WR,28,15,1,97.1,,ConlCh00
Preston Williams,WR,23,8,0,74.8,,WillPr01
Duke Johnson,RB,27,11,3,84.4,,JohnDu00
Jalen Reagor,WR,21,11,2,87.2,,ReagJa00
Trey Burton,TE,29,13,0,83.3,,BurtTr01
Darren Fells,TE,34,16,0,76.2,,FellDa01
Joe Flacco,QB,35,5,1,54.8,,FlacJo00
Samaje Perine,RB,25,16,0,65.7,,PeriSa00
Keke Coutee,WR,23,8,4,87.0,,CoutKe00
Cam Sims,WR,24,16,1,86.2,,SimsCa00
Kerryon Johnson,RB,23,16,1,71.8,,JohnKe06
C.J. Beathard,QB,27,6,3,52.3,,BeatC.00
Gerald Everett,TE,26,16,1,92.9,,EverGe00
Golden Tate,WR,32,12,0,86.5,,TateGo00
Peyton Barber,RB,26,16,0,55.0,,BarbPe01
Miles Boykin,WR,24,16,0,69.6,,BoykMi00
Jakeem Grant,WR,28,14,2,87.3,,GranJa00
Brandon Allen,QB,28,5,1,49.7,,AlleBr00
Sammy Watkins,WR,27,10,1,87.4,,WatkSa00
Mo Alie-Cox,TE,27,15,1,80.4,,AlieMo00
Jordan Wilkins,RB,26,15,0,61.3,,WilkJo01
Cordarrelle Patterson*+,WR,29,16,0,69.4,,PattCo00
Deebo Samuel,WR,24,7,0,80.7,,SamuDe00
Jordan Akins,TE,28,13,0,83.7,,AkinJo00
Quintez Cephus,WR,22,13,0,66.9,,CephQu00
Tyler Eifert,TE,30,15,0,82.9,,EifeTy00
Larry Fitzgerald,WR,37,13,0,100.9,,FitzLa00
Mark Ingram,RB,31,11,0,52.9,,IngrMa01
Ty Johnson,RB,23,13,0,63.3,,JohnTy02
Jordan Reed,TE,30,10,0,73.1,,ReedJo02
Richard Rodgers,TE,28,14,0,70.5,,RodgRi00
Kenny Golladay,WR,27,5,0,65.8,,GollKe00
Justin Jackson,RB,24,9,0,65.3,,JackJu01
Kyle Allen,QB,24,4,1,45.0,,AlleKy00
Anthony Firkser,FB,25,16,0,83.7,,FirkAn00
Donovan Peoples-Jones,WR,21,12,0,58.4,,PeopDo00
Michael Thomas,WR,27,7,0,83.9,,ThomMi05
Chris Herndon,TE,24,16,2,73.7,,HernCh00
Dawson Knox,TE,24,12,2,66.8,,KnoxDa00
Zach Ertz,TE,30,11,0,77.5,,ErtzZa00
Marvin Hall,WR,27,12,0,60.3,,HallMa02
La'Mical Perine,RB,22,10,0,52.5,,PeriLa00
Jack Doyle,TE,30,14,1,64.1,,DoylJa00
N'Keal Harry,WR,23,14,1,73.9,,HarrNK00
Jacob Hollister,TE,27,16,0,65.9,,HollJa03
Richie James,WR,25,11,2,64.4,,JameRi00
Collin Johnson,WR,23,14,0,59.2,,JohnCo01
Cameron Brate,TE,29,16,0,68.2,,BratCa00
DeeJay Dallas,RB,22,12,0,56.9,,DallDe00
Ito Smith,RB,25,14,1,57.3,,SmitIt00
DaeSean Hamilton,WR,25,16,1,62.3,,HamiDa01
Drew Sample,TE,24,16,1,78.9,,SampDr00
Harrison Bryant,TE,22,15,2,61.8,,BryaHa00
AJ Dillon,RB,22,11,0,40.3,,DillAJ00
Dion Lewis,RB,30,16,3,57.2,,LewiDi00
Denzel Mims,WR,23,9,0,60.7,,MimsDe00
Alfred Morris,RB,32,9,0,40.7,,MorrAl00
Will Dissly,TE,24,16,0,61.1,,DissWi00
Kyle Rudolph,TE,31,12,1,65.4,,RudoKy00
Darrel Williams,RB,25,16,0,54.5,,WillDa10
Julian Edelman,WR,34,6,0,56.2,,EdelJu00
Adam Humphries,WR,27,7,0,57.8,,HumpAd00
Cedrick Wilson Jr.,WR,25,16,0,51.6,,WilsCe01
Andy Isabella,WR,24,13,1,54.8,,IsabAn00
Cole Kmet,TE,21,16,1,62.0,,KmetCo00
Donald Parham,TE,23,13,0,43.9,,ParhDo00
Matt Breida,RB,25,12,2,42.0,,BreiMa00
Devin Duvernay,WR,23,16,0,53.1,,DuveDe00
David Njoku,TE,24,13,0,52.3,,NjokDa00
Adam Shaheen,TE,26,16,0,45.0,,ShahAd00
Durham Smythe,TE,25,15,0,58.8,,SmytDu00
Olamide Zaccheaus,WR,23,11,0,53.4,,ZaccOl01
Jeremy McNichols,RB,25,16,0,43.9,,McNiJe00
Jalen Richard,RB,27,13,1,51.1,,RichJa01
Josh Adams,RB,24,8,0,36.6,,AdamJo03
Ross Dwelley,TE,25,16,0,49.5,,DwelRo00
DeSean Jackson,WR,34,5,0,44.8,,JackDe00
Chad Beebe,WR,26,14,2,50.1,,BeebCh00
Jeff Driskel,QB,27,3,0,30.1,,DrisJe00
Chad Hansen,WR,25,5,0,46.6,,HansCh00
Jordan Howard,RB,26,7,1,30.7,,HowaJo00
Tyler Kroft,TE,28,10,0,41.9,,KrofTy00
Greg Olsen,TE,35,11,0,53.9,,OlseGr00
Steven Sims,WR,23,12,4,57.3,,SimsSt00
Devonta Freeman,RB,28,5,0,36.0,,FreeDe00
Tyler Johnson,WR,22,14,0,40.9,,JohnTy00
Marcedes Lewis,TE,36,15,0,38.7,,LewiMa00
Pharaoh Brown,TE,26,13,0,42.3,,BrowPh01
Isaiah Ford,WR,24,10,0,55.6,,FordIs00
Deonte Harty,WR,23,9,3,47.7,,HarrDe07
Dontrelle Inman,WR,31,10,1,46.3,,InmaDo00
Van Jefferson,WR,24,16,1,46.9,,JeffVa00
Jake Luton,QB,24,3,2,28.3,,LutoJa00
Byron Pringle,WR,27,13,0,41.0,,PrinBy00
Rodney Smith,RB,24,7,1,36.5,,SmitRo08
Freddie Swain,WR,22,16,0,40.9,,SwaiFr00
O.J. Howard,TE,26,4,0,37.6,,HowaO.00
Mohamed Sanu,WR,31,10,0,44.0,,SanuMo00
Lynn Bowden Jr.,WR,23,10,0,53.6,,BowdLy00
Marcus Johnson,WR,26,11,0,39.5,,JohnMa07
Marcus Mariota,QB,27,1,0,25.8,,MariMa01
Foster Moreau,TE,23,16,0,33.0,,MoreFo00
James O'Shaughnessy,TE,28,15,0,54.2,,O'ShJa00
Darwin Thompson,RB,23,14,0,33.2,,ThomDa06
Tyler Conklin,TE,25,16,1,44.4,,ConkTy00
Bryan Edwards,WR,22,12,0,36.3,,EdwaBr01
Royce Freeman,RB,24,16,0,37.1,,FreeRo00
Jesse James,TE,26,16,0,38.9,,JameJe00
Jamycal Hasty,RB,24,8,1,31.1,,HastJa02
Chad Henne,QB,35,3,2,23.7,,HennCh01
Travis Homer,RB,22,9,0,32.8,,HomeTr00
Nick Boyle,TE,27,9,0,37.3,,BoylNi00
Zay Jones,WR,25,16,0,36.6,,JoneZa00
MyCole Pruitt,TE,28,11,0,27.9,,PruiMy00
Chris Thompson,RB,30,8,0,42.6,,ThomCh03
Adam Trautman,TE,23,15,0,38.1,,TrauAd00
Ameer Abdullah,RB,27,16,0,30.0,,AbduAm00
Mack Hollins,WR,27,16,1,37.6,,HollMa00
Jacoby Brissett,QB,28,11,0,20.6,,BrisJa00
Marquez Callaway,WR,22,11,0,42.3,,CallMa01
Olabisi Johnson,WR,23,16,0,34.9,,JohnOl00
Gunner Olszewski+,WR,24,13,1,25.5,,OlszGu00
Ian Thomas,TE,24,16,1,40.5,,ThomIa00
Alex Collins,RB,26,3,0,21.1,,CollAl00
Dare Ogunbowale,RB,26,14,0,29.9,,OgunDa00
Kenny Stills,WR,28,10,0,31.4,,StilKe00
Antonio Williams,RB,23,1,0,21.3,,WillAn03
Ryan Finley,QB,26,5,0,19.2,,FinlRy00
John Hightower,WR,24,13,0,28.8,,HighJo00
Jason Witten,TE,38,16,0,31.9,,WittJa00
Isaiah Wright,WR,23,14,3,46.3,,WrigIs01
Cameron Batson,WR,25,12,1,30.0,,BatsCa00
C.J. Ham,FB,27,15,0,25.5,,HamxC.00
KhaDarel Hodge,WR,25,9,0,29.0,,HodgKh00
Ryan Izzo,TE,25,12,1,30.9,,IzzoRy00
Alshon Jeffery,WR,30,7,0,23.5,,JeffAl00
D'Ernest Johnson,RB,24,16,1,21.0,,JohnDE04
Colt McCoy,QB,34,4,1,18.2,,McCoCo00
Albert Okwuegbunam,TE,22,4,0,29.1,,OkwuAl00
Brandon Powell,WR,25,15,2,29.6,,PoweBr00
Kalif Raymond,WR,26,15,0,27.4,,RaymKa00
Mason Rudolph,QB,25,5,0,18.4,,RudoMa00
Equanimeous St. Brown,WR,24,12,0,25.4,,St.BEq00
Ke'Shawn Vaughn,RB,23,10,1,23.3,,VaugKe00
JJ Arcega-Whiteside,WR,24,8,0,20.5,,ArceJJ00
Dez Bryant,WR,32,6,0,22.7,,BryaDe01
Alec Ingold,FB,24,16,0,29.4,,IngoAl01
KeeSean Johnson,WR,24,8,0,32.3,,JohnKe07
Anthony McFarland Jr.,RB,22,11,0,22.7,,McFaAn00
Jeff Smith,WR,23,12,0,33.7,,SmitJe03
Jace Sternberger,TE,24,12,0,29.4,,SterJa00
Mike Thomas,WR,26,14,1,30.3,,ThomMi04
Laquon Treadwell,WR,25,5,0,22.9,,TreaLa00
Quez Watkins,WR,22,6,0,23.6,,WatkQu00
Trayveon Williams,RB,23,10,1,21.7,,WillTr06
Jamal Agnew,WR,25,14,2,29.2,,AgneJa00
Noah Brown,WR,24,16,0,29.8,,BrowNo00
Corey Clement,RB,26,15,0,21.0,,ClemCo00
D'Onta Foreman,RB,24,6,0,17.0,,ForeDO00
Malcolm Perry,WR,23,9,1,24.7,,PerrMa00
Lee Smith,WR,33,10,0,19.5,,SmitLe00
Nick Vannett,TE,27,15,0,29.5,,VannNi00
Maxx Williams,TE,26,9,0,24.2,,WillMa04
Reggie Bonnafon,RB,24,2,0,16.7,,BonnRe00
Darrell Daniels,TE,26,12,0,23.2,,DaniDa02
Tyler Ervin,RB,27,8,0,26.1,,ErviTy00
Blaine Gabbert,QB,31,4,1,15.3,,GabbBl00
Garrett Gilbert,QB,29,1,0,14.5,,GilbGa01
Gabe Nabers,FB,23,16,0,20.2,,NabeGa00
Auden Tate,WR,23,9,0,29.0,,TateAu00
C.J. Uzomah,TE,27,2,0,22.7,,UzomC.00
T.J. Yeldon,RB,27,3,1,16.2,,YeldT.00
Christian Blake,WR,24,16,0,27.1,,BlakCh00
Darrynton Evans,RB,22,5,0,16.1,,EvanDa02
Troy Fumagalli,TE,25,8,0,22.0,,FumaTr00
Geoff Swaim,TE,27,10,0,23.3,,SwaiGe00
Malik Taylor,WR,25,15,0,18.5,,TaylMa01
Mike Boone,RB,25,16,0,14.9,,BoonMi00
DeMichael Harris,WR,22,7,0,22.5,,HarrDe09
LeSean McCoy,RB,32,10,0,28.2,,McCoLe01
Ty Montgomery,WR,27,6,0,15.8,,MontTy01
Ryan Nall,RB,25,16,0,20.7,,NallRy00
Jarrett Stidham,QB,24,5,0,12.9,,StidJa00
John Wolford,QB,25,1,0,12.8,,WolfJo00
Tarik Cohen,RB,25,3,0,17.5,,CoheTa00
Chase Daniel,QB,34,4,0,12.2,,DaniCh00
Taylor Heinicke,QB,27,1,0,11.7,,HeinTa00
Chris Hogan,WR,33,5,0,25.8,,HogaCh00
Patrick Laird,RB,25,16,1,22.0,,LairPa00
Ray-Ray McCloud,WR,24,16,2,32.2,,McClRa00
Dante Pettis,WR,25,7,1,15.6,,PettDa00
Troymaine Pope,RB,27,6,0,19.8,,PopeTr00
DeAndre Washington,RB,27,4,0,17.1,,WashDe00
Stephen Anderson,TE,27,16,0,18.6,,AndeSt01
Blake Bell,TE,29,16,0,22.2,,BellBl00
Alex Erickson,WR,28,16,2,22.6,,EricAl01
Virgil Green,TE,32,6,0,14.0,,GreeVi00
Josh Hill,TE,30,14,1,18.6,,HillJo02
Lil'Jordan Humphrey,WR,22,3,0,13.6,,HumpLi01
Brett Rypien,QB,24,3,1,11.3,,RypiBr00
Kaden Smith,TE,23,15,1,29.2,,SmitKa00
Diontae Spencer,WR,28,11,2,13.5,,SpenDi00
J.J. Taylor,RB,22,6,0,12.4,,TaylJJ01
Javon Wims,WR,26,13,0,17.0,,WimsJa00
Devin Asiasi,TE,23,9,0,11.9,,AsiaDe00
C.J. Board,WR,27,14,0,21.4,,BoarC.00
Jakob Johnson,FB,26,16,1,17.5,,JohnJa12
Vance McDonald,TE,30,14,0,24.9,,McDoVa00
Brandon Zylstra,WR,27,16,0,12.6,,ZylsBr00
Matt Barkley,QB,30,5,0,9.3,,BarkMa00
Saquon Barkley,RB,23,2,0,15.4,,BarkSa00
Parris Campbell,WR,23,2,0,14.7,,CampPa00
Austin Carr,WR,27,6,0,11.7,,CarrAu00
Tevin Coleman,RB,27,8,0,12.7,,ColeTe01
Dominique Dafney,TE,23,5,0,10.6,,DafnDo00
Ryan Griffin,TE,30,15,0,17.6,,GrifRy00
Austin Mack,WR,23,11,0,16.1,,MackAu01
Trace McSorley,QB,25,2,0,9.3,,McSoTr00
Artavis Pierce,RB,24,5,0,9.4,,PierAr00
Joe Reed,WR,22,11,0,8.9,,ReedJo03
Trent Taylor,WR,26,12,0,18.6,,TaylTr02
Tyrod Taylor,QB,31,2,0,9.0,,TaylTy00
P.J. Walker,QB,25,4,1,8.5,,WalkPh00
Justin Watson,WR,25,11,0,16.4,,WatsJu01
Reggie Gilliam,FB,23,14,0,9.6,,GillRe00
Justice Hill,RB,23,12,0,13.0,,HillJu00
Jake Kumerow,WR,28,6,0,9.2,,KumeJa00
C.J. Prosise,RB,26,10,1,12.7,,ProsC.00
Patrick Ricard*,FB,26,15,1,17.4,,RicaPa00
Chris Streveler,QB,25,5,1,7.7,,StreCh00
Pharoh Cooper,WR,25,16,1,12.3,,CoopPh00
Ben DiNucci,QB,24,3,4,7.0,,DiNuBe00
Buddy Howell,RB,24,14,0,7.7,,HoweGr00
Jaylen Samuels,RB,24,14,0,16.4,,SamuJa00
Anthony Sherman,RB,32,13,0,8.3,,SherAn00
Keith Smith,FB,28,16,0,17.6,,SmitKe03
Courtland Sutton,WR,25,1,0,9.6,,SuttCo00
Colin Thompson,TE,27,15,0,7.7,,ThomCo03
Jonathan Ward,RB,23,14,0,8.1,,WardJo00
Ja'Marcus Bradley,WR,24,3,0,11.0,,BradJa01
Tyrie Cleveland,WR,23,10,0,12.3,,ClevTy00
Jason Croom,TE,26,4,0,7.3,,CrooJa00
Ashton Dulin,WR,23,13,1,9.4,,DuliAs00
Marlon Mack,RB,24,1,0,8.6,,MackMa00
Jaydon Mickens,WR,26,10,0,12.8,,MickJa01
Steven Mitchell,WR,26,6,0,11.0,,MitcSt02
Damion Ratley,WR,25,5,1,10.3,,RatlDa00
Theo Riddick,RB,29,4,0,10.7,,RiddTh00
Luke Stocker,TE,32,16,0,13.3,,StocLu00
Jordan Thomas,TE,24,6,0,7.3,,ThomJo05
Brandon Wilson,RB,26,15,0,6.0,,WilsBr01
Michael Burton,FB,28,15,0,8.6,,BurtMi00
Trenton Cannon,RB,26,14,0,7.9,,CannTr00
Cethan Carter,TE,25,15,0,10.3,,CartCe00
Demetrius Harris,TE,29,15,0,11.5,,HarrDe03
