Player,FantPos,Age,G,Fmb,PPR,VBD,ID
Cody Hollister,WR,29,11,0,8.4,,HollCo00
David Johnson,RB,31,5,1,9.1,,JohnDa08
Tony Jones,RB,25,6,0,10.4,,JoneTo04
Charlie Kolar,TE,23,2,0,8.9,,KolaCh00
Ronnie Rivers,RB,23,8,0,10.0,,RiveRo01
Isaiah Spiller,RB,21,6,0,8.4,,SpilIs00
Stephen Sullivan,TE,26,14,0,6.6,,SullSt00
Patrick Taylor,RB,24,14,0,5.8,,TaylPa01
Dwayne Washington,RB,28,12,0,5.5,,WashDw00
Trevon Wesco,TE,27,14,0,6.6,,WescTr00
Cole Beasley,WR,33,4,0,9.5,,BeasCo00
Kendall Blanton,TE,27,4,0,5.5,,BlanKe01
Trestan Ebner,RB,23,17,2,6.2,,EbneTr00
Luke Farrell,TE,25,17,0,8.0,,FarrLu00
Chris Manhertz,TE,30,17,0,10.2,,ManhCh00
Anthony McFarland Jr.,RB,24,1,0,6.1,,McFaAn00
Racey McMath,WR,23,5,0,6.4,,McMaRa00
Kyle Philips,WR,23,4,2,11.8,,PhilKy01
James Proche,WR,26,15,0,12.2,,ProcJa00
Laquon Treadwell,WR,27,6,0,10.2,,TreaLa00
Michael Woods II,WR,22,10,0,9.0,,WoodMi00
Daylen Baldwin,WR,23,1,0,4.5,,BaldDa01
Giovani Bernard,RB,31,8,1,4.7,,BernGi00
Tyrie Cleveland,WR,25,6,0,4.8,,ClevTy00
Jaelon Darden,WR,23,14,0,4.8,,DardJa00
Tyler Davis,TE,25,17,0,6.6,,DaviTy02
Ben Ellefson,TE,26,4,0,5.6,,ElleBe00
Ryan Griffin,TE,32,15,0,6.6,,GrifRy00
Tim Jones,WR,24,17,0,6.0,,JoneTi00
Larry Rountree,RB,23,4,0,5.3,,RounLa00
DJ Turner,WR,25,9,1,2.6,,TurnDJ00
Tylan Wallace,WR,23,9,0,7.3,,WallTy00
Jonathan Ward,RB,25,8,0,5.2,,WardJo00
Michael Burton,FB,30,17,0,3.8,,BurtMi00
Quintez Cephus,WR,24,4,0,3.5,,CephQu00
Ty Chandler,RB,24,3,0,2.0,,ChanTy01
Pharoh Cooper,WR,27,5,0,4.1,,CoopPh00
Frank Darby,WR,25,5,0,2.5,,DarbFr00
Mike Davis,RB,29,8,1,4.2,,DaviMi01
Bryan Edwards,WR,24,7,0,4.5,,EdwaBr01
Simi Fehoko,WR,25,5,0,5.4,,FehoSi00
Nick Foles,QB,33,3,0,1.8,,FoleNi00
Danny Gray,WR,23,13,0,2.9,,GrayDa02
Troy Hairston,FB,24,16,0,6.9,,HairTr00
Penny Hart,WR,26,9,0,5.0,,HartPe01
Jesper Horsted,TE,25,15,0,4.9,,HorsJe00
Dennis Houston,WR,23,2,0,3.6,,HousDe01
Lil'Jordan Humphrey,WR,24,6,0,4.0,,HumpLi01
Andy Isabella,WR,26,5,0,4.2,,IsabAn00
Cade Johnson,WR,24,3,0,4.1,,JohnCa03
D'Ernest Johnson,RB,26,15,0,5.4,,JohnDE04
Keith Kirkwood,WR,28,5,0,3.8,,KirkKe00
Dezmon Patmon,WR,24,1,0,4.4,,PatmDe00
Adam Prentice,FB,25,11,1,4.8,,PrenAd00
Trey Sermon,RB,23,2,0,1.9,,SermTr00
Stone Smartt,TE,24,7,0,5.7,,SmarSt00
J.J. Taylor,RB,24,1,0,2.7,,TaylJJ01
Cole Turner,TE,22,10,0,4.3,,TurnCo00
Maxx Williams,TE,28,11,0,4.8,,WillMa04
Juwann Winfree,WR,26,3,0,2.7,,WinfJu00
Dareke Young,WR,23,13,0,4.4,,YounDa02
Maurice Alexander,WR,25,4,0,1.7,,AlexMa02
Brandon Allen,QB,30,1,0,0.8,,AlleBr00
Stephen Anderson,TE,29,16,0,3.9,,AndeSt01
Devin Asiasi,TE,25,12,0,2.5,,AsiaDe00
C.J. Board,WR,29,4,1,1.6,,BoarC.00
Reggie Bonnafon,RB,26,1,0,0.8,,BonnRe00
Miles Boykin,WR,26,16,0,3.1,,BoykMi00
Jason Cabinda,FB,26,8,0,1.9,,CabiJa00
Jalen Camp,WR,24,2,0,1.7,,CampJa03
Jerome Ford,RB,23,13,0,1.2,,FordJe00
Jacob Harris,TE,25,7,0,1.6,,HarrJa03
Kylin Hill,RB,24,2,0,0.7,,HillKy00
Brian Hoyer,QB,37,1,0,1.5,,HoyeBr00
Godwin Igwebuike,RB,28,5,0,1.7,,IgweGo00
Jakob Johnson,FB,28,17,0,6.0,,JohnJa12
Josh Johnson,QB,36,2,0,0.7,,JohnJo05
Tyron Johnson,WR,26,4,0,1.8,,JohnTy03
Sean McKeon,TE,25,13,0,3.1,,McKeSe01
Jason Moore,WR,27,6,0,1.5,,MoorJa02
Devine Ozigbo,RB,26,4,0,1.7,,OzigDe01
Jeremy Ruckert,TE,22,9,0,1.8,,RuckJe00
Mason Schreck,TE,29,3,0,2.6,,SchrMa00
Keith Smith,FB,30,17,0,2.0,,SmitKe03
Tommy Sweeney,TE,27,5,0,1.7,,SweeTo00
Jalen Tolbert,WR,23,8,0,3.2,,TolbJa00
Austin Trammell,WR,24,6,0,3.3,,TramAu00
Kyle Trask,QB,24,1,0,0.9,,TrasKy00
Montrell Washington,WR,23,15,5,5.2,,WashMo00
Nsimba Webster,WR,26,2,1,3.4,,WebsNs00
Ty'Son Williams,RB,26,1,0,1.5,,WillTy01
Josh Ali,WR,23,2,0,,,AlixJo00
Chase Allen,TE,25,1,0,,,AlleCh03
Alex Armah,RB,28,2,0,,,ArmaAl00
Nick Bellore,FB,33,16,0,0.3,,BellNi01
Trinity Benson,WR,25,1,0,,,BensTr00
Jared Bernhardt,WR,25,2,0,,,BernJa00
Stanley Berryhill,WR,24,4,0,,,BerrSt00
Khari Blasingame,FB,26,16,0,,,BlasKh00
Lynn Bowden Jr.,WR,25,1,0,,,BowdLy00
Nick Boyle,TE,29,12,0,,,BoylNi00
Brittain Brown,RB,25,6,0,,,BrowBr06
Trenton Cannon,RB,28,2,0,,,CannTr00
Cethan Carter,TE,27,1,0,,,CartCe00
Roger Carter,TE,23,1,0,,,CartRo03
Tory Carter,FB,23,9,0,,,CartTo01
Dan Chisena,WR,25,2,0,,,ChisDa00
Tanner Conner,TE,24,13,0,,,ConnTa00
Keke Coutee,WR,25,8,4,1.0,,CoutKe00
Britain Covey,WR,25,17,2,,,CoveBr00
Rico Dowdle,RB,24,5,0,,,DowdRi01
Jacob Eason,QB,25,1,0,0.4,,EasoJa00
Alex Erickson,WR,30,2,0,,,EricAl01
Erik Ezukanma,WR,22,1,0,1.3,,EzukEr00
Demetric Felton,RB,24,8,1,2.4,,FeltDe00
Ethan Fernea,WR,24,1,0,,,FernEt00
Dez Fitzpatrick,WR,25,1,0,,,FitzDe00
Miller Forristall,TE,24,4,0,,,ForrMi00
Feleipe Franks,TE,25,11,0,,,FranFe00
Jake Funk,RB,24,6,0,,,FunkJa00
Kaylon Geiger,WR,25,3,0,,,GeigKa00
Tanner Gentry,WR,28,3,0,,,GentTa00
Josh Gordon,WR,31,2,0,,,GordJo02
Garrett Griffin,TE,28,1,0,,,GrifGa00
Rashard Higgins,WR,28,3,0,,,HiggRa00
Jacob Hollister,TE,29,5,0,,,HollJa03
J.P. Holtz,TE,29,6,0,,,HoltJ.01
Jordan Howard,RB,28,2,0,0.1,,HowaJo00
Tyree Jackson,TE,25,5,0,,,JackTy01
Jesse James,TE,28,2,0,,,JameJe00
Duke Johnson,RB,29,1,0,0.4,,JohnDu00
Johnny Johnson,WR,23,1,0,,,JohnJo12
Tyler Johnson,WR,24,2,0,,,JohnTy00
Nikola Kalinic,TE,25,7,0,,,KaliNi00
Case Keenum,QB,34,2,0,0.3,,KeenCa00
John Kelly,RB,26,1,0,,,KellJo00
Marcus Kemp,WR,27,3,0,,,KempMa00
Mason Kinsey,WR,24,2,1,1.3,,KinsMa00
Lucas Krull,TE,24,1,0,,,KrulLu00
Kwamie Lassiter II,WR,24,1,0,,,LassKw00
Hunter Long,TE,24,9,0,,,LongHu00
Tay Martin,WR,25,2,0,,,MartTa00
Lance McCutcheon,WR,23,10,0,,,McCuLa01
Kyric McGowan,WR,23,2,0,,,McGoKy00
Kirk Merritt,WR,25,4,0,,,MerrKi00
Stanley Morgan Jr.,WR,26,14,0,,,MorgSt02
Nick Muse,TE,24,10,0,,,MuseNi00
Qadree Ollison,RB,26,3,0,,,OlliQa00
Jared Pinkney,TE,25,4,0,,,PinkJa02
Cornell Powell,WR,25,3,0,,,PoweCo00
D'Vonte Price,RB,23,1,0,,,PricDV00
Kevin Rader,TE,27,14,0,,,RadeKe00
Andre Roberts,WR,34,3,1,,,RobeAn00
Richard Rodgers,TE,30,10,0,1.4,,RodgRi00
Drew Sample,TE,26,2,0,1.8,,SampDr00
Braylon Sanders,WR,23,3,1,1.7,,SandBr00
Matthew Slater,WR,37,17,0,,,SlatMa00
Willie Snead,WR,30,4,0,,,SneaWi00
Matt Sokol,TE,27,3,0,,,SokoMa00
Nate Sudfeld,QB,29,2,0,-0.4,,SudfNa00
Noah Togiai,TE,25,2,0,,,TogiNo00
Jake Tonges,FB,23,4,0,,,TongJa00
Malik Turner,WR,26,3,0,,,TurnMa00
Binjimen Victor,WR,25,2,0,,,VictBi01
James Washington,WR,26,2,0,,,WashJa00
Scotty Washington,WR,25,1,0,,,WashSc00
Raleigh Webb,WR,25,12,0,,,WebbRa02
Cody White,WR,24,1,0,1.2,,WhitCo05
Antonio Williams,RB,25,2,0,,,WillAn03
Damien Williams,RB,30,1,0,0.2,,WillDa05
Preston Williams,WR,25,1,0,,,WillPr01
Javon Wims,WR,28,1,0,,,WimsJa00
Charlie Woerner,TE,25,17,0,,,WoerCh00
Logan Woodside,QB,27,1,0,,,WoodLo00
Kenny Yeboah,TE,24,10,0,,,YeboKe00
Brandon Zylstra,WR,29,2,0,,,ZylsBr00
C.J. Beathard,QB,29,4,0,-1.0,,BeatC.00
Deonte Harty,WR,25,4,1,1.3,,HarrDe07
Chad Henne,QB,37,3,1,-0.5,,HennCh01
Ihmir Smith-Marsette,WR,23,8,1,0.4,,SmitIh00
KaVontae Turpin*,WR,26,17,3,-0.4,,TurpKa00
Taiwan Jones,RB,34,16,1,-2.0,,JoneTa00
Chester Rogers,WR,28,3,1,-2.0,,RogeCh02
Tim Boyle,QB,28,1,0,-2.9,,BoylTi00
